 :::: VPP results :::: 
      V_tw   alfa_tw         V       VMG       phi         b         F    Fdrive     Fside     Mheel      Rtot  Rrh+RrhH  Rvh+RvhH  Rrk+RrkH       Rvk        Ri       Rvr
      3.10    148.00      0.81     -0.69      1.56      0.00      1.00      3.22      1.33      1.13      3.22      0.13      2.13      0.13      0.66      0.00      0.16 
      3.10    149.00      0.81     -0.69      1.49      0.00      1.00      3.20      1.27      1.07      3.20      0.13      2.13      0.13      0.66      0.00      0.16 
      3.10    150.00      0.81     -0.70      1.42      0.00      1.00      3.18      1.21      1.02      3.18      0.12      2.12      0.12      0.66      0.00      0.16 
      3.10    151.00      0.80     -0.70      1.35      0.00      1.00      3.17      1.15      0.97      3.17      0.12      2.11      0.11      0.65      0.00      0.16 
      3.10    152.00      0.80     -0.71      1.28      0.00      1.00      3.15      1.09      0.92      3.15      0.12      2.11      0.11      0.65      0.00      0.16 
      3.10    153.00      0.80     -0.71      1.22      0.00      1.00      3.14      1.04      0.88      3.14      0.12      2.10      0.10      0.65      0.00      0.16 
      3.10    154.00      0.80     -0.72      1.15      0.00      1.00      3.12      0.98      0.83      3.12      0.12      2.09      0.10      0.65      0.00      0.16 
      3.10    155.00      0.80     -0.72      1.09      0.00      1.00      3.10      0.93      0.79      3.10      0.12      2.09      0.09      0.64      0.00      0.16 
      3.10    156.00      0.80     -0.73      1.03      0.00      1.00      3.08      0.88      0.74      3.08      0.11      2.08      0.09      0.64      0.00      0.16 
      3.10    157.00      0.79     -0.73      0.97      0.00      1.00      3.07      0.83      0.70      3.07      0.11      2.07      0.09      0.64      0.00      0.16 
      3.10    158.00      0.79     -0.74      0.91      0.00      1.00      3.05      0.78      0.66      3.05      0.11      2.06      0.08      0.64      0.00      0.16 
      3.10    159.00      0.79     -0.74      0.86      0.00      1.00      3.03      0.73      0.62      3.03      0.11      2.05      0.08      0.64      0.00      0.16 
      3.10    160.00      0.79     -0.74      0.80      0.00      1.00      3.02      0.68      0.58      3.02      0.11      2.05      0.07      0.63      0.00      0.16 
      3.10    161.00      0.79     -0.75      0.75      0.00      1.00      3.00      0.64      0.54      3.00      0.11      2.04      0.07      0.63      0.00      0.16 
      3.10    162.00      0.79     -0.75      0.70      0.00      1.00      2.98      0.59      0.50      2.98      0.10      2.03      0.07      0.63      0.00      0.15 
      3.10    163.00      0.78     -0.75      0.65      0.00      1.00      2.97      0.55      0.47      2.97      0.10      2.02      0.06      0.63      0.00      0.15 
      3.10    164.00      0.78     -0.75      0.60      0.00      1.00      2.95      0.51      0.43      2.95      0.10      2.02      0.06      0.62      0.00      0.15 
      3.10    165.00      0.78     -0.75      0.55      0.00      1.00      2.94      0.47      0.40      2.94      0.10      2.01      0.05      0.62      0.00      0.15 
      3.10    166.00      0.78     -0.76      0.50      0.00      1.00      2.92      0.43      0.36      2.92      0.10      2.00      0.05      0.62      0.00      0.15 
      3.10    167.00      0.78     -0.76      0.46      0.00      1.00      2.91      0.39      0.33      2.91      0.10      1.99      0.05      0.62      0.00      0.15 
      3.10    168.00      0.78     -0.76      0.42      0.00      1.00      2.89      0.36      0.30      2.89      0.10      1.98      0.04      0.61      0.00      0.15 
      3.10    169.00      0.77     -0.76      0.38      0.00      1.00      2.88      0.32      0.27      2.88      0.09      1.98      0.04      0.61      0.00      0.15 
      3.10    170.00      0.77     -0.76      0.34      0.00      1.00      2.86      0.29      0.24      2.86      0.09      1.97      0.04      0.61      0.00      0.15 
      3.10    171.00      0.77     -0.76      0.30      0.00      1.00      2.85      0.25      0.21      2.85      0.09      1.96      0.04      0.61      0.00      0.15 
      3.10    172.00      0.77     -0.76      0.26      0.00      1.00      2.84      0.22      0.19      2.84      0.09      1.96      0.03      0.61      0.00      0.15 
      3.10    173.00      0.77     -0.76      0.22      0.00      1.00      2.83      0.19      0.16      2.83      0.09      1.95      0.03      0.60      0.00      0.15 
      3.10    174.00      0.77     -0.76      0.19      0.00      1.00      2.81      0.16      0.14      2.81      0.09      1.94      0.03      0.60      0.00      0.15 
      3.10    175.00      0.77     -0.76      0.15      0.00      1.00      2.80      0.13      0.11      2.80      0.09      1.94      0.03      0.60      0.00      0.15 
      3.10    176.00      0.77     -0.76      0.12      0.00      1.00      2.79      0.10      0.09      2.79      0.09      1.93      0.02      0.60      0.00      0.15 
      3.10    177.00      0.76     -0.76      0.09      0.00      1.00      2.78      0.08      0.06      2.78      0.09      1.93      0.02      0.60      0.00      0.15 
      3.10    178.00      0.76     -0.76      0.06      0.00      1.00      2.77      0.05      0.04      2.77      0.08      1.92      0.02      0.60      0.00      0.15 
      3.10    179.00      0.76     -0.76      0.03      0.00      1.00      2.76      0.02      0.02      2.76      0.08      1.92      0.02      0.60      0.00      0.15 
      3.10    180.00      0.76     -0.76      0.00      0.00      1.00      2.75      0.00      0.00      2.75      0.08      1.91      0.02      0.59      0.00      0.15 
      3.60     40.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
      3.60     41.00      0.44      0.33     11.72      0.00      1.00      2.18      9.73      8.39      2.18      0.03      0.64      0.23      0.24      0.97      0.06 
      3.60     42.00      0.49      0.37     11.88      0.00      1.00      2.27      9.86      8.51      2.27      0.02      0.78      0.29      0.28      0.83      0.07 
      3.60     43.00      0.53      0.39     11.96      0.00      1.00      2.37      9.92      8.56      2.37      0.02      0.88      0.33      0.32      0.75      0.08 
      3.60     44.00      0.56      0.40     11.99      0.00      1.00      2.47      9.94      8.58      2.47      0.02      0.96      0.37      0.35      0.68      0.09 
      3.60     45.00      0.58      0.41     11.99      0.00      1.00      2.57      9.95      8.59      2.57      0.02      1.04      0.41      0.38      0.64      0.09 
      3.60     46.00      0.60      0.42     11.98      0.00      1.00      2.66      9.93      8.58      2.66      0.02      1.11      0.44      0.40      0.60      0.10 
      3.60     47.00      0.62      0.43     11.95      0.00      1.00      2.75      9.91      8.56      2.75      0.02      1.18      0.47      0.42      0.56      0.10 
      3.60     48.00      0.64      0.43     11.91      0.00      1.00      2.84      9.88      8.53      2.84      0.02      1.24      0.49      0.44      0.53      0.11 
      3.60     49.00      0.66      0.43     11.85      0.00      1.00      2.93      9.84      8.49      2.93      0.03      1.30      0.52      0.46      0.50      0.11 
      3.60     50.00      0.67      0.43     11.79      0.00      1.00      3.01      9.78      8.44      3.01      0.03      1.35      0.54      0.48      0.48      0.12 
      3.60     51.00      0.69      0.43     11.72      0.00      1.00      3.09      9.73      8.39      3.09      0.04      1.41      0.56      0.50      0.46      0.12 
      3.60     52.00      0.70      0.43     11.64      0.00      1.00      3.17      9.67      8.33      3.17      0.05      1.46      0.58      0.52      0.44      0.13 
      3.60     53.00      0.71      0.43     11.55      0.00      1.00      3.24      9.60      8.27      3.24      0.05      1.51      0.60      0.53      0.42      0.13 
      3.60     54.00      0.68      0.40     11.55      0.00      1.00      3.04      9.60      8.27      3.04      0.04      1.39      0.55      0.49      0.45      0.12 
      3.60     55.00      0.70      0.40     11.47      0.00      1.00      3.12      9.53      8.21      3.12      0.04      1.44      0.56      0.51      0.43      0.13 
      3.60     56.00      0.71      0.40     11.38      0.00      1.00      3.19      9.46      8.15      3.19      0.05      1.49      0.58      0.53      0.41      0.13 
      3.60     57.00      0.72      0.39     11.29      0.00      1.00      3.26      9.39      8.09      3.26      0.06      1.54      0.60      0.54      0.39      0.13 
      3.60     58.00      0.73      0.39     11.19      0.00      1.00      3.32      9.31      8.02      3.32      0.06      1.58      0.61      0.56      0.38      0.14 
      3.60     59.00      0.74      0.38     11.09      0.00      1.00      3.39      9.24      7.95      3.39      0.07      1.62      0.63      0.57      0.36      0.14 
      3.60     60.00      0.75      0.38     10.99      0.00      1.00      3.45      9.16      7.88      3.45      0.08      1.67      0.64      0.58      0.35      0.14 
      3.60     61.00      0.76      0.37     10.89      0.00      1.00      3.51      9.07      7.80      3.51      0.08      1.70      0.65      0.59      0.33      0.15 
      3.60     62.00      0.77      0.36     10.77      0.00      1.00      3.55      8.98      7.72      3.55      0.09      1.73      0.66      0.60      0.32      0.15 
      3.60     63.00      0.77      0.35     10.66      0.00      1.00      3.59      8.89      7.64      3.59      0.09      1.76      0.66      0.61      0.31      0.15 
      3.60     64.00      0.78      0.34     10.54      0.00      1.00      3.61      8.80      7.56      3.61      0.10      1.78      0.66      0.62      0.30      0.15 
      3.60     65.00      0.78      0.33     10.42      0.00      1.00      3.63      8.71      7.48      3.63      0.10      1.80      0.66      0.62      0.29      0.15 
      3.60     66.00      0.78      0.32     10.30      0.00      1.00      3.63      8.61      7.39      3.63      0.10      1.81      0.66      0.62      0.28      0.15 
      3.60     67.00      0.78      0.31     10.19      0.00      1.00      3.63      8.51      7.31      3.63      0.10      1.82      0.65      0.63      0.28      0.15 
      3.60     68.00      0.78      0.29     10.07      0.00      1.00      3.62      8.42      7.22      3.62      0.10      1.82      0.64      0.63      0.27      0.15 
      3.60     69.00      0.78      0.28      9.95      0.00      1.00      3.60      8.33      7.14      3.60      0.10      1.82      0.64      0.62      0.26      0.15 
      3.60     70.00      0.78      0.27      9.84      0.00      1.00      3.57      8.24      7.06      3.57      0.10      1.82      0.62      0.62      0.26      0.15 
      3.60     71.00      0.78      0.25      9.74      0.00      1.00      3.54      8.15      6.99      3.54      0.10      1.81      0.61      0.62      0.25      0.15 
      3.60     72.00      0.78      0.24      9.63      0.00      1.00      3.51      8.07      6.91      3.51      0.10      1.80      0.60      0.61      0.25      0.15 
      3.60     73.00      0.77      0.23      9.54      0.00      1.00      3.47      7.99      6.84      3.47      0.09      1.79      0.59      0.61      0.25      0.15 
      3.60     74.00      0.77      0.21      9.45      0.00      1.00      3.43      7.92      6.78      3.43      0.09      1.77      0.58      0.60      0.24      0.15 
      3.60     75.00      0.76      0.20      9.36      0.00      1.00      3.39      7.85      6.72      3.39      0.08      1.75      0.56      0.60      0.24      0.15 
      3.60     76.00      0.76      0.18      9.28      0.00      1.00      3.34      7.79      6.66      3.34      0.08      1.74      0.55      0.59      0.24      0.15 
      3.60     77.00      0.75      0.17      9.21      0.00      1.00      3.30      7.73      6.61      3.30      0.08      1.72      0.54      0.58      0.24      0.14 
      3.60     78.00      0.75      0.16      9.14      0.00      1.00      3.26      7.68      6.57      3.26      0.07      1.70      0.53      0.58      0.24      0.14 
      3.60     79.00      0.74      0.14      9.08      0.00      1.00      3.23      7.63      6.52      3.23      0.07      1.69      0.52      0.57      0.23      0.14 
      3.60     80.00      0.74      0.13      9.03      0.00      1.00      3.19      7.58      6.48      3.19      0.07      1.67      0.51      0.57      0.23      0.14 
      3.60     81.00      0.74      0.12      8.98      0.00      1.00      3.17      7.54      6.45      3.17      0.07      1.66      0.50      0.56      0.23      0.14 
      3.60     82.00      0.74      0.10      8.93      0.00      1.00      3.14      7.50      6.41      3.14      0.06      1.65      0.50      0.56      0.23      0.14 
      3.60     83.00      0.73      0.09      8.89      0.00      1.00      3.13      7.47      6.38      3.13      0.06      1.65      0.49      0.56      0.23      0.14 
      3.60     84.00      0.73      0.08      8.85      0.00      1.00      3.12      7.43      6.35      3.12      0.06      1.65      0.49      0.56      0.23      0.14 
      3.60     85.00      0.73      0.06      8.80      0.00      1.00      3.12      7.40      6.32      3.12      0.06      1.65      0.49      0.56      0.22      0.14 
      3.60     86.00      0.73      0.05      8.76      0.00      1.00      3.12      7.37      6.29      3.12      0.06      1.65      0.49      0.56      0.22      0.14 
      3.60     87.00      0.74      0.04      8.72      0.00      1.00      3.13      7.33      6.27      3.13      0.07      1.66      0.49      0.56      0.22      0.14 
      3.60     88.00      0.74      0.03      8.68      0.00      1.00      3.15      7.30      6.23      3.15      0.07      1.68      0.49      0.57      0.21      0.14 
      3.60     89.00      0.74      0.01      8.63      0.00      1.00      3.18      7.26      6.20      3.18      0.07      1.69      0.49      0.57      0.21      0.14 
      3.60     90.00      0.75      0.00      8.58      0.00      1.00      3.21      7.22      6.17      3.21      0.07      1.72      0.50      0.58      0.21      0.14 
      3.60     91.00      0.75     -0.01      8.53      0.00      1.00      3.25      7.18      6.13      3.25      0.08      1.74      0.50      0.58      0.20      0.14 
      3.60     92.00      0.76     -0.03      8.47      0.00      1.00      3.29      7.13      6.09      3.29      0.08      1.77      0.51      0.59      0.19      0.15 
      3.60     93.00      0.77     -0.04      8.41      0.00      1.00      3.34      7.08      6.04      3.34      0.09      1.80      0.51      0.60      0.19      0.15 
      3.60     94.00      0.77     -0.05      8.35      0.00      1.00      3.39      7.03      6.00      3.39      0.09      1.83      0.52      0.61      0.18      0.15 
      3.60     95.00      0.78     -0.07      8.29      0.00      1.00      3.44      6.98      5.96      3.44      0.10      1.86      0.53      0.62      0.18      0.15 
      3.60     96.00      0.79     -0.08      8.23      0.00      1.00      3.50      6.93      5.91      3.50      0.11      1.90      0.54      0.63      0.17      0.16 
      3.60     97.00      0.80     -0.10      8.16      0.00      1.00      3.55      6.88      5.87      3.55      0.11      1.93      0.54      0.64      0.17      0.16 
      3.60     98.00      0.80     -0.11      8.10      0.00      1.00      3.61      6.82      5.82      3.61      0.12      1.96      0.55      0.65      0.16      0.16 
      3.60     99.00      0.81     -0.13      8.03      0.00      1.00      3.66      6.77      5.77      3.66      0.13      2.00      0.56      0.66      0.16      0.16 
      3.60    100.00      0.82     -0.14      7.96      0.00      1.00      3.72      6.71      5.72      3.72      0.14      2.03      0.56      0.67      0.15      0.16 
      3.60    101.00      0.82     -0.16      7.89      0.00      1.00      3.77      6.65      5.67      3.77      0.14      2.06      0.57      0.68      0.15      0.17 
      3.60    102.00      0.83     -0.17      7.81      0.00      1.00      3.83      6.59      5.62      3.83      0.15      2.10      0.58      0.69      0.14      0.17 
      3.60    103.00      0.84     -0.19      7.73      0.00      1.00      3.88      6.52      5.56      3.88      0.16      2.13      0.58      0.70      0.14      0.17 
      3.60    104.00      0.85     -0.20      7.65      0.00      1.00      3.94      6.46      5.50      3.94      0.17      2.16      0.59      0.71      0.13      0.17 
      3.60    105.00      0.85     -0.22      7.56      0.00      1.00      3.99      6.38      5.44      3.99      0.18      2.20      0.59      0.72      0.13      0.18 
      3.60    106.00      0.86     -0.24      7.47      0.00      1.00      4.05      6.31      5.37      4.05      0.19      2.23      0.60      0.73      0.12      0.18 
      3.60    107.00      0.86     -0.25      7.37      0.00      1.00      4.10      6.23      5.30      4.10      0.20      2.27      0.60      0.74      0.12      0.18 
      3.60    108.00      0.87     -0.27      7.27      0.00      1.00      4.15      6.14      5.23      4.15      0.21      2.30      0.60      0.75      0.11      0.18 
      3.60    109.00      0.88     -0.29      7.16      0.00      1.00      4.20      6.05      5.15      4.20      0.22      2.33      0.61      0.76      0.11      0.19 
      3.60    110.00      0.88     -0.30      7.04      0.00      1.00      4.25      5.95      5.07      4.25      0.22      2.36      0.61      0.77      0.10      0.19 
      3.60    111.00      0.89     -0.32      6.92      0.00      1.00      4.29      5.85      4.98      4.29      0.23      2.39      0.61      0.77      0.10      0.19 
      3.60    112.00      0.89     -0.33      6.79      0.00      1.00      4.33      5.75      4.89      4.33      0.24      2.42      0.60      0.78      0.09      0.19 
      3.60    113.00      0.90     -0.35      6.66      0.00      1.00      4.37      5.63      4.79      4.37      0.25      2.45      0.60      0.79      0.09      0.19 
      3.60    114.00      0.90     -0.37      6.52      0.00      1.00      4.40      5.52      4.69      4.40      0.26      2.48      0.60      0.79      0.08      0.19 
      3.60    115.00      0.91     -0.38      6.37      0.00      1.00      4.43      5.39      4.58      4.43      0.26      2.50      0.59      0.80      0.08      0.20 
      3.60    116.00      0.91     -0.40      6.22      0.00      1.00      4.45      5.27      4.48      4.45      0.27      2.53      0.58      0.81      0.07      0.20 
      3.60    117.00      0.91     -0.41      6.07      0.00      1.00      4.48      5.15      4.37      4.48      0.27      2.55      0.58      0.81      0.07      0.20 
      3.60    118.00      0.92     -0.43      5.93      0.00      1.00      4.50      5.02      4.27      4.50      0.28      2.57      0.57      0.82      0.06      0.20 
      3.60    119.00      0.92     -0.45      5.78      0.00      1.00      4.52      4.90      4.16      4.52      0.28      2.59      0.56      0.82      0.06      0.20 
      3.60    120.00      0.92     -0.46      5.63      0.00      1.00      4.54      4.78      4.05      4.54      0.29      2.61      0.55      0.83      0.06      0.20 
      3.60    121.00      0.93     -0.48      5.49      0.00      1.00      4.55      4.66      3.95      4.55      0.29      2.63      0.55      0.83      0.05      0.20 
      3.60    122.00      0.93     -0.49      5.34      0.00      1.00      4.57      4.53      3.85      4.57      0.30      2.64      0.54      0.83      0.05      0.20 
      3.60    123.00      0.93     -0.51      5.20      0.00      1.00      4.58      4.41      3.74      4.58      0.30      2.66      0.53      0.84      0.05      0.21 
      3.60    124.00      0.93     -0.52      5.05      0.00      1.00      4.59      4.29      3.64      4.59      0.30      2.67      0.52      0.84      0.04      0.21 
      3.60    125.00      0.93     -0.54      4.91      0.00      1.00      4.59      4.17      3.54      4.59      0.31      2.69      0.51      0.84      0.04      0.21 
      3.60    126.00      0.94     -0.55      4.77      0.00      1.00      4.60      4.06      3.44      4.60      0.31      2.70      0.50      0.85      0.04      0.21 
      3.60    127.00      0.94     -0.56      4.63      0.00      1.00      4.60      3.94      3.34      4.60      0.31      2.71      0.49      0.85      0.03      0.21 
      3.60    128.00      0.94     -0.58      4.49      0.00      1.00      4.60      3.82      3.24      4.60      0.31      2.72      0.48      0.85      0.03      0.21 
      3.60    129.00      0.94     -0.59      4.36      0.00      1.00      4.60      3.71      3.14      4.60      0.31      2.73      0.47      0.85      0.03      0.21 
      3.60    130.00      0.94     -0.60      4.22      0.00      1.00      4.60      3.59      3.04      4.60      0.32      2.74      0.46      0.85      0.03      0.21 
      3.60    131.00      0.94     -0.62      4.09      0.00      1.00      4.60      3.48      2.95      4.60      0.32      2.75      0.44      0.85      0.03      0.21 
      3.60    132.00      0.94     -0.63      3.96      0.00      1.00      4.59      3.37      2.85      4.59      0.32      2.75      0.43      0.85      0.02      0.21 
      3.60    133.00      0.94     -0.64      3.83      0.00      1.00      4.59      3.26      2.76      4.59      0.32      2.76      0.42      0.85      0.02      0.21 
      3.60    134.00      0.94     -0.65      3.70      0.00      1.00      4.58      3.15      2.66      4.58      0.32      2.76      0.41      0.85      0.02      0.21 
      3.60    135.00      0.94     -0.67      3.57      0.00      1.00      4.57      3.04      2.57      4.57      0.32      2.77      0.40      0.85      0.02      0.21 
      3.60    136.00      0.94     -0.68      3.45      0.00      1.00      4.56      2.94      2.48      4.56      0.32      2.77      0.39      0.85      0.02      0.21 
      3.60    137.00      0.94     -0.69      3.32      0.00      1.00      4.55      2.83      2.39      4.55      0.32      2.77      0.38      0.85      0.02      0.21 
      3.60    138.00      0.94     -0.70      3.20      0.00      1.00      4.53      2.73      2.31      4.53      0.32      2.77      0.37      0.85      0.02      0.21 
      3.60    139.00      0.94     -0.71      3.08      0.00      1.00      4.52      2.63      2.22      4.52      0.32      2.77      0.35      0.85      0.01      0.21 
      3.60    140.00      0.94     -0.72      2.97      0.00      1.00      4.50      2.53      2.14      4.50      0.32      2.77      0.34      0.85      0.01      0.21 
      3.60    141.00      0.94     -0.73      2.85      0.00      1.00      4.49      2.43      2.05      4.49      0.32      2.77      0.33      0.85      0.01      0.21 
      3.60    142.00      0.94     -0.74      2.74      0.00      1.00      4.47      2.33      1.97      4.47      0.31      2.77      0.32      0.85      0.01      0.21 
      3.60    143.00      0.94     -0.75      2.63      0.00      1.00      4.45      2.24      1.89      4.45      0.31      2.76      0.31      0.85      0.01      0.21 
      3.60    144.00      0.94     -0.76      2.52      0.00      1.00      4.44      2.15      1.82      4.44      0.31      2.76      0.30      0.85      0.01      0.21 
      3.60    145.00      0.94     -0.77      2.41      0.00      1.00      4.42      2.06      1.74      4.42      0.31      2.76      0.29      0.85      0.01      0.21 
      3.60    146.00      0.93     -0.77      2.31      0.00      1.00      4.40      1.97      1.66      4.40      0.31      2.75      0.28      0.84      0.01      0.21 
      3.60    147.00      0.93     -0.78      2.21      0.00      1.00      4.38      1.88      1.59      4.38      0.30      2.75      0.27      0.84      0.01      0.21 
      3.60    148.00      0.93     -0.79      2.11      0.00      1.00      4.35      1.80      1.52      4.35      0.30      2.74      0.26      0.84      0.01      0.21 
      3.60    149.00      0.93     -0.80      2.01      0.00      1.00      4.33      1.71      1.45      4.33      0.30      2.73      0.25      0.84      0.01      0.21 
      3.60    150.00      0.93     -0.80      1.91      0.00      1.00      4.31      1.63      1.38      4.31      0.30      2.73      0.24      0.84      0.00      0.20 
      3.60    151.00      0.93     -0.81      1.82      0.00      1.00      4.29      1.55      1.31      4.29      0.30      2.72      0.23      0.83      0.00      0.20 
      3.60    152.00      0.93     -0.82      1.73      0.00      1.00      4.27      1.48      1.25      4.27      0.29      2.71      0.22      0.83      0.00      0.20 
      3.60    153.00      0.92     -0.82      1.64      0.00      1.00      4.24      1.40      1.18      4.24      0.29      2.71      0.21      0.83      0.00      0.20 
      3.60    154.00      0.92     -0.83      1.55      0.00      1.00      4.22      1.33      1.12      4.22      0.29      2.70      0.21      0.83      0.00      0.20 
      3.60    155.00      0.92     -0.83      1.47      0.00      1.00      4.20      1.26      1.06      4.20      0.28      2.69      0.20      0.82      0.00      0.20 
      3.60    156.00      0.92     -0.84      1.39      0.00      1.00      4.17      1.19      1.00      4.17      0.28      2.68      0.19      0.82      0.00      0.20 
      3.60    157.00      0.92     -0.84      1.31      0.00      1.00      4.15      1.12      0.94      4.15      0.28      2.67      0.18      0.82      0.00      0.20 
      3.60    158.00      0.92     -0.85      1.23      0.00      1.00      4.13      1.05      0.89      4.13      0.28      2.66      0.17      0.81      0.00      0.20 
      3.60    159.00      0.91     -0.85      1.15      0.00      1.00      4.11      0.99      0.83      4.11      0.27      2.65      0.17      0.81      0.00      0.20 
      3.60    160.00      0.91     -0.86      1.08      0.00      1.00      4.08      0.92      0.78      4.08      0.27      2.64      0.16      0.81      0.00      0.20 
      3.60    161.00      0.91     -0.86      1.01      0.00      1.00      4.06      0.86      0.73      4.06      0.27      2.64      0.15      0.81      0.00      0.20 
      3.60    162.00      0.91     -0.86      0.94      0.00      1.00      4.04      0.80      0.68      4.04      0.26      2.63      0.14      0.80      0.00      0.20 
      3.60    163.00      0.91     -0.87      0.87      0.00      1.00      4.02      0.74      0.63      4.02      0.26      2.62      0.14      0.80      0.00      0.20 
      3.60    164.00      0.90     -0.87      0.81      0.00      1.00      3.99      0.69      0.58      3.99      0.26      2.61      0.13      0.80      0.00      0.20 
      3.60    165.00      0.90     -0.87      0.74      0.00      1.00      3.97      0.63      0.54      3.97      0.26      2.60      0.12      0.80      0.00      0.20 
      3.60    166.00      0.90     -0.87      0.68      0.00      1.00      3.95      0.58      0.49      3.95      0.25      2.59      0.12      0.79      0.00      0.19 
      3.60    167.00      0.90     -0.88      0.62      0.00      1.00      3.93      0.53      0.45      3.93      0.25      2.58      0.11      0.79      0.00      0.19 
      3.60    168.00      0.90     -0.88      0.56      0.00      1.00      3.91      0.48      0.41      3.91      0.25      2.57      0.11      0.79      0.00      0.19 
      3.60    169.00      0.90     -0.88      0.51      0.00      1.00      3.89      0.43      0.37      3.89      0.25      2.56      0.10      0.79      0.00      0.19 
      3.60    170.00      0.89     -0.88      0.45      0.00      1.00      3.87      0.39      0.33      3.87      0.24      2.56      0.10      0.78      0.00      0.19 
      3.60    171.00      0.89     -0.88      0.40      0.00      1.00      3.85      0.34      0.29      3.85      0.24      2.55      0.09      0.78      0.00      0.19 
      3.60    172.00      0.89     -0.88      0.35      0.00      1.00      3.83      0.30      0.25      3.83      0.24      2.54      0.09      0.78      0.00      0.19 
      3.60    173.00      0.89     -0.88      0.30      0.00      1.00      3.82      0.26      0.22      3.82      0.24      2.53      0.08      0.78      0.00      0.19 
      3.60    174.00      0.89     -0.88      0.25      0.00      1.00      3.80      0.22      0.18      3.80      0.23      2.52      0.08      0.77      0.00      0.19 
      3.60    175.00      0.89     -0.88      0.21      0.00      1.00      3.79      0.18      0.15      3.79      0.23      2.52      0.07      0.77      0.00      0.19 
      3.60    176.00      0.89     -0.88      0.16      0.00      1.00      3.77      0.14      0.12      3.77      0.23      2.51      0.07      0.77      0.00      0.19 
      3.60    177.00      0.89     -0.88      0.12      0.00      1.00      3.76      0.10      0.09      3.76      0.23      2.50      0.07      0.77      0.00      0.19 
      3.60    178.00      0.88     -0.88      0.08      0.00      1.00      3.74      0.07      0.06      3.74      0.23      2.50      0.06      0.77      0.00      0.19 
      3.60    179.00      0.88     -0.88      0.04      0.00      1.00      3.73      0.03      0.03      3.73      0.22      2.49      0.06      0.77      0.00      0.19 
      3.60    180.00      0.88     -0.88      0.00      0.00      1.00      3.72      0.00      0.00      3.72      0.22      2.49      0.05      0.76      0.00      0.19 
      4.10     40.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
      4.10     41.00       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN       NaN 
      4.10     42.00      0.53      0.39     15.17      0.00      1.00      2.86     12.36     10.81      2.86      0.02      0.84      0.43      0.32      1.18      0.08 
      4.10     43.00      0.57      0.42     15.29      0.00      1.00      2.99     12.44     10.89      2.99      0.02      0.96      0.50      0.37      1.05      0.09 
      4.10     44.00      0.61      0.44     15.33      0.00      1.00      3.11     12.48     10.93      3.11      0.02      1.06      0.57      0.40      0.96      0.10 
      4.10     45.00      0.64      0.45     15.34      0.00      1.00      3.23     12.48     10.93      3.23      0.02      1.15      0.62      0.44      0.89      0.11 
      4.10     46.00      0.66      0.46     15.32      0.00      1.00      3.35     12.47     10.92      3.35      0.03      1.24      0.67      0.47      0.83      0.12 
      4.10     47.00      0.68      0.47     15.28      0.00      1.00      3.47     12.44     10.89      3.47      0.04      1.31      0.72      0.49      0.78      0.12 
      4.10     48.00      0.70      0.47     15.22      0.00      1.00      3.59     12.39     10.85      3.59      0.05      1.39      0.76      0.52      0.74      0.13 
      4.10     49.00      0.72      0.47     15.15      0.00      1.00      3.70     12.34     10.79      3.70      0.06      1.45      0.80      0.54      0.70      0.13 
      4.10     50.00      0.74      0.48     15.06      0.00      1.00      3.80     12.27     10.73      3.80      0.07      1.52      0.84      0.57      0.67      0.14 
      4.10     51.00      0.76      0.48     14.96      0.00      1.00      3.91     12.20     10.67      3.91      0.08      1.58      0.87      0.59      0.64      0.14 
      4.10     52.00      0.77      0.47     14.85      0.00      1.00      4.01     12.12     10.59      4.01      0.09      1.64      0.91      0.61      0.61      0.15 
      4.10     53.00      0.79      0.47     14.74      0.00      1.00      4.10     12.04     10.51      4.10      0.10      1.70      0.93      0.63      0.59      0.15 
      4.10     54.00      0.75      0.44     14.74      0.00      1.00      3.84     12.04     10.51      3.84      0.08      1.57      0.85      0.58      0.63      0.14 
      4.10     55.00      0.77      0.44     14.63      0.00      1.00      3.94     11.96     10.44      3.94      0.09      1.62      0.88      0.60      0.60      0.15 
      4.10     56.00      0.78      0.44     14.52      0.00      1.00      4.03     11.87     10.36      4.03      0.10      1.68      0.91      0.62      0.58      0.15 
      4.10     57.00      0.79      0.43     14.39      0.00      1.00      4.12     11.78     10.27      4.12      0.11      1.73      0.93      0.64      0.55      0.16 
      4.10     58.00      0.81      0.43     14.27      0.00      1.00      4.21     11.69     10.18      4.21      0.12      1.79      0.96      0.65      0.53      0.16 
      4.10     59.00      0.82      0.42     14.14      0.00      1.00      4.29     11.59     10.09      4.29      0.14      1.84      0.98      0.67      0.51      0.16 
      4.10     60.00      0.83      0.41     14.01      0.00      1.00      4.38     11.49     10.00      4.38      0.15      1.88      1.00      0.69      0.49      0.17 
      4.10     61.00      0.84      0.41     13.87      0.00      1.00      4.45     11.39      9.91      4.45      0.16      1.93      1.02      0.70      0.47      0.17 
